"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"c68458ec4befc48f73acc713ccc8fe3e",5.27758280597053,-2.92007821849684,0.848411024065342,-3.44182022117612,0.000577814125373936,0.0105654583157964,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","Verrucomicrobiaceae_bacterium"
"bac0760dc97c98c79812eec94f3deb03",42.5914360379376,-6.0906479949397,1.01814810111253,-5.98208452020333,2.20299899642054e-09,3.36057483272152e-07,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"c5f25be6efe575bacf80995f671a8bcd",5.23212465389557,-2.90580284370228,0.881899390551437,-3.2949368996449,0.000984437824596969,0.0161836247330084,"Bacteria","Myxococcota","Polyangia","Polyangiales",NA,NA,NA
"4532a5277455771e3d1b1da55609d341",4.62314103890902,2.70407656205962,0.887128444095298,3.04812294099899,0.00230275696886533,0.0320223165228399,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage","uncultured_Pirellula"
"b7a01e96db7124ab2382b45c5adf76b8",7.32829686379406,-3.44601542739868,0.934070158420839,-3.68924689043122,0.000224918870661603,0.00488035170220047,"Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","uncultured_bacterium"
"a864cefe5d2fc9832f2ceb234d89c2f6",26.6290890338307,5.40250978227685,1.07788883266625,5.01212149022204,5.38331962192285e-07,2.94561206269126e-05,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_xinghaiensis"
"7abfd6954895edb33eafb6662a439931",10.3545914379823,-3.35192891872866,0.905758309912709,-3.70068801140968,0.0002150157029977,0.00470603934300184,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"cdaad978b9aa8b3f02720401ebda73cd",4.66390701619358,-2.71641065127407,0.863135380793409,-3.14714320802966,0.00164874188447456,0.0244110783718969,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA
"bcc6e18395c8eb02aab801484e7dc40f",8.50677698869428,-3.67937045683014,0.955775970256126,-3.84961598882231,0.000118303152401747,0.00284946444588705,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured",NA
"062ee1c3ed8f0641da2462dfd1b17a0b",7.43077339639408,-3.46787400489474,0.936127705610262,-3.70448816343282,0.000211817997971899,0.00467671842890587,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"0fbc20d975a4bc4ddee2e0251823132c",7.38485647369786,3.46045941070357,0.935074524659948,3.70073113900949,0.000214979159568064,0.00470603934300184,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Sporichthya",NA
"38b21bf89a862e8fa86789eac2ca0750",5.43309172027684,-2.96737539923555,0.851926756121281,-3.48313441022284,0.000495579481896389,0.0093436221418218,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"75e7a0e34c0acfabc1e92ef5c8b3ad4a",36.8043663524415,-2.91540284172317,0.940232342547968,-3.10072596930947,0.00193046853942287,0.027845210966919,"Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter","uncultured_Steroidobacter"
